Show,Specific Production,Album,BPM,Length,Song,YouTube Link,Video Title,Playlist Name
Hadestown,Original Broadway,Hadestown (OBCR),130,3:50,Way Down Hadestown (Reprise),https://www.youtube.com/watch?v=GrIOImWFcUM,Way Down Hadestown (Reprise),Hadestown Original Broadway Cast Recording (2019) - In Order
Hadestown,Original Broadway,Hadestown (OBCR),65,3:31,Flowers,https://www.youtube.com/watch?v=IzDzpJcQ8l4,Flowers,Hadestown Original Broadway Cast Recording (2019) - In Order
Hadestown,Original Broadway,Hadestown (OBCR),108,1:01,Come Home With Me (Reprise),https://www.youtube.com/watch?v=r-0f9RbgdGA,Come Home with Me (Reprise),Hadestown Original Broadway Cast Recording (2019) - In Order
Hadestown,Original Broadway,Hadestown (OBCR),125,1:53,Papers,https://www.youtube.com/watch?v=fSMoZUUBfNs,"Papers (""You're not from around here, son... "") (Intro)",Hadestown Original Broadway Cast Recording (2019) - In Order
Hadestown,Original Broadway,Hadestown (OBCR),90,1:11,Nothing Changes,https://www.youtube.com/watch?v=tk_7g0uFD7w,Nothing Changes,Hadestown Original Broadway Cast Recording (2019) - In Order
Hadestown,Original Broadway,Hadestown (OBCR),110,4:13,If It's True,https://www.youtube.com/watch?v=3ptcEt-_Ym4,If it's True,Hadestown Original Broadway Cast Recording (2019) - In Order
Hadestown,Original Broadway,Hadestown (OBCR),100,3:41,How Long?,https://www.youtube.com/watch?v=Bim5CXHgy3s,How Long?,Hadestown Original Broadway Cast Recording (2019) - In Order
Hadestown,Original Broadway,Hadestown (OBCR),120,4:01,Chant (Reprise),https://www.youtube.com/watch?v=FVyH0sOTths,Chant (Reprise),Hadestown Original Broadway Cast Recording (2019) - In Order
Hadestown,Original Broadway,Hadestown (OBCR),80,5:51,Epic III,https://www.youtube.com/watch?v=8c05EMeY2E8,Epic III,Hadestown Original Broadway Cast Recording (2019) - In Order
Hadestown,Original Broadway,Hadestown (OBCR),92,2:43,Promises,https://www.youtube.com/watch?v=9J3C9jKxF6w,Promises,Hadestown Original Broadway Cast Recording (2019) - In Order
Hadestown,Original Broadway,Hadestown (OBCR),85,1:20,Word to the Wise,https://www.youtube.com/watch?v=QmHSW6OUl0Y,Word to the Wise,Hadestown Original Broadway Cast Recording (2019) - In Order
Hadestown,Original Broadway,Hadestown (OBCR),115,3:03,"His Kiss, the Riot",https://www.youtube.com/watch?v=ITP3Ytddqf8,"His Kiss, the Riot",Hadestown Original Broadway Cast Recording (2019) - In Order
Hadestown,Original Broadway,Hadestown (OBCR),75,3:12,Wait for Me (Reprise),https://www.youtube.com/watch?v=8u1vfsNpVpA,Wait for Me (Reprise),Hadestown Original Broadway Cast Recording (2019) - In Order
Hadestown,Original Broadway,Hadestown (OBCR),95,4:51,Doubt Comes In,https://www.youtube.com/watch?v=HgAJn8gVGgQ,Doubt Comes In,Hadestown Original Broadway Cast Recording (2019) - In Order
Hadestown,Original Broadway,Hadestown (OBCR),85,5:05,Road to Hell (Reprise),https://www.youtube.com/watch?v=1oaMRk56tzo,Road to Hell (Reprise),Hadestown Original Broadway Cast Recording (2019) - In Order
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),165,2:52,Hello!,https://www.youtube.com/watch?v=qvXEDv3WeeA,Hello! — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),154,4:32,Two By Two,https://www.youtube.com/watch?v=quVQc3hx8DA,Two By Two — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),128,2:43,You and Me (But Mostly Me),https://www.youtube.com/watch?v=Cu3TRaK7ezo,You and Me (But Mostly Me) — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),134,4:25,Hasa Diga Eebowai,https://www.youtube.com/watch?v=t0uvcifPD7c,Hasa Diga Eebowai — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),130,5:03,Turn It Off,https://www.youtube.com/watch?v=WE4kmEoJy18,Turn It Off — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),105,2:04,I Am Here for You,https://www.youtube.com/watch?v=3ttPKgoj-5w,I Am Here For You — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),118,6:15,All-American Prophet,https://www.youtube.com/watch?v=EmhXXCBiUCI,All-American Prophet — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),82,3:42,Sal Tlay Ka Siti,https://www.youtube.com/watch?v=5MVT_R2wzr0,Sal Tlay Ka Siti — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),140,4:04,Man Up,https://www.youtube.com/watch?v=s7u8xvGBIqU,Man Up — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),120,4:17,Making Things Up Again,https://www.youtube.com/watch?v=TqEPrPa07XU,Making Things Up Again — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),150,4:30,Spooky Mormon Hell Dream,https://www.youtube.com/watch?v=dtryxTPxVR4,Spooky Mormon Hell Dream,Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),84,4:43,I Believe,https://www.youtube.com/watch?v=4q5rJiSTEhM,I Believe — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),92,4:15,Baptize Me,https://www.youtube.com/watch?v=ecg-FAk4ku8,Baptize Me — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),110,2:22,I Am Africa,https://www.youtube.com/watch?v=7WP85Lk2368,I Am Africa — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),135,6:12,Joseph Smith American Moses,https://www.youtube.com/watch?v=0CspYgW9KhU,Joseph Smith American Moses — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
The Book of Mormon,Original Broadway,The Book of Mormon (OBCR),125,6:02,Tomorrow Is a Latter Day,https://www.youtube.com/watch?v=dB44YCt3EAs,Tomorrow Is A Latter Day — Book of Mormon (Lyric Video) [OBC],Full Lyric Video — Book of Mormon [OBC]
Waitress,Original Broadway,Waitress (OBCR),72,1:31,What's Inside,https://www.youtube.com/watch?v=vSL4l-ReG3M,What's Inside,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),134,2:34,Opening Up,https://www.youtube.com/watch?v=YQD1e6V7_ug,Opening Up,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),116,2:27,The Negative,https://www.youtube.com/watch?v=Rrq3i1ELNis,The Negative,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),148,3:30,What Baking Can Do,https://www.youtube.com/watch?v=lRaSSfSpR5E,What Baking Can Do,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),115,0:46,Club Knocked Up,https://www.youtube.com/watch?v=lLOzpW6ZJYo,Club Knocked Up,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),100,1:01,Pomatter Pie,https://www.youtube.com/watch?v=cRjeDmzGf50,Pomatter Pie,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),162,3:43,When He Sees Me,https://www.youtube.com/watch?v=JeQZY9_451w,When He Sees Me,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),105,3:08,It Only Takes a Taste,https://www.youtube.com/watch?v=-XJAbr7_l48,It Only Takes a Taste,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),105,2:18,You Will Still Be Mine,https://www.youtube.com/watch?v=7JLSifmKIYg,You Will Still Be Mine,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),88,2:57,A Soft Place to Land,https://www.youtube.com/watch?v=bBClDyy2uSA,A Soft Place to Land,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),138,2:16,Never Ever Getting Rid of Me,https://www.youtube.com/watch?v=oQvqDYrCi_k,Never Ever Getting Rid of Me,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),124,3:06,Bad Idea,https://www.youtube.com/watch?v=d31BBuz7ApQ,Bad Idea,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),120,2:39,I Didn't Plan It,https://www.youtube.com/watch?v=uLsdNGR_n3w,I Didn't Plan It,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),130,1:03,Bad Idea (Reprise),https://www.youtube.com/watch?v=oqBXO3edYNI,Bad Idea (Reprise),- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),68,4:21,You Matter to Me,https://www.youtube.com/watch?v=AREDtpRZTSA,You Matter to Me,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),140,1:56,I Love You Like a Table,https://www.youtube.com/watch?v=RqJXXxQFUOA,I Love You Like a Table,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),75,2:37,Take It from an Old Man,https://www.youtube.com/watch?v=W44snFoSgs4,Take It from an Old Man,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),80,0:36,Dear Baby,https://www.youtube.com/watch?v=uDqUW9sKC0s,Dear Baby,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),74,4:20,She Used to Be Mine,https://www.youtube.com/watch?v=A2-aUNmYNLM,She Used to Be Mine,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),100,1:02,Contraction Ballet,https://www.youtube.com/watch?v=ruhqBX5fT2w,Contraction Ballet,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),86,3:02,Everything Changes,https://www.youtube.com/watch?v=kcMad0KHGBg,Everything Changes,- Waitress (Original Broadway Cast Recording)
Waitress,Original Broadway,Waitress (OBCR),134,1:44,Opening Up (Finale),https://www.youtube.com/watch?v=j38DaAZw53g,Opening Up (Finale),- Waitress (Original Broadway Cast Recording)
Beetlejuice,Original Broadway,Beetlejuice (OBCR),85,2:43,Prologue: Invisible,https://www.youtube.com/watch?v=Q8Fkd5PcMQ0,Prologue: Invisible,Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),154,3:44,"The Whole ""Being Dead"" Thing",https://www.youtube.com/watch?v=4ADY7FGtwmM,"The Whole ""Being Dead"" Thing",Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),120,3:42,"Ready Set, Not Yet",https://www.youtube.com/watch?v=bR-1BSMrHTk,"Ready Set, Not Yet",Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),154,1:40,"The Whole ""Being Dead"" Thing, Pt. 2",https://www.youtube.com/watch?v=HyjgSN22mLo,"The Whole ""Being Dead"" Thing, Pt. 2",Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),150,3:04,Dead Mom,https://www.youtube.com/watch?v=KEct4Nod2iU,Dead Mom,Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),135,3:45,Fright of Their Lives,https://www.youtube.com/watch?v=e-Hh50x-j8g,Fright of Their Lives,Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),120,0:59,"Ready Set, Not Yet (Reprise)",https://www.youtube.com/watch?v=5kc9MeMrwz0,Ready Set (Reprise),Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),128,3:12,No Reason,https://www.youtube.com/watch?v=LBMZ2Y_QGa4,No Reason,Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),85,1:48,Invisible (Reprise) / On the Roof,https://www.youtube.com/watch?v=nuZbwU8-K6o,Invisible (Reprise) / On the Roof,Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),128,3:55,Say My Name,https://www.youtube.com/watch?v=nHKNP3sN_P4,Say My Name,Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),115,3:44,Day-O (The Banana Boat Song),https://www.youtube.com/watch?v=6c2N_YjbYGs,Day-O (The Banana Boat Song) (Act 1 Finale),Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),105,2:27,Girl Scout,https://www.youtube.com/watch?v=4RJ_bS1l1Gs,Girl Scout,Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),142,5:15,That Beautiful Sound,https://www.youtube.com/watch?v=p35N1rtBETs,That Beautiful Sound,Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),108,3:26,Barbara 2.0,https://www.youtube.com/watch?v=3PhbcVIMAgs,Barbara 2.0,Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),125,3:35,What I Know Now,https://www.youtube.com/watch?v=Eu4FfhQTWaM,What I Know Now,Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),75,3:48,Home,https://www.youtube.com/watch?v=6Xt3WNuB-oc,Home,Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),124,4:23,Creepy Old Guy,https://www.youtube.com/watch?v=JYYNL1zbOq0,Creepy Old Guy,Beetlejuice Musical Album
Beetlejuice,Original Broadway,Beetlejuice (OBCR),115,2:06,Jump in the Line,https://www.youtube.com/watch?v=BfJaJbyBQ2A,Jump in the Line / Dead Mom (Reprise),Beetlejuice Musical Album
The Lion King,Original Broadway,The Lion King (OBCR),85,4:30,Circle of Life,https://www.youtube.com/watch?v=nk_Rv_36VNU,Circle of Life with Nants' Ingonyama,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),100,2:23,Grasslands Chant,https://www.youtube.com/watch?v=VXfPf1urNz0,Grasslands Chant,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),110,2:32,The Morning Report,https://www.youtube.com/watch?v=J0CASZfnVS8,The Morning Report,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),125,2:05,The Lioness Hunt,https://www.youtube.com/watch?v=WEp2L2L66SI,The Lioness Hunt,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),110,3:03,I Just Can't Wait to Be King,https://www.youtube.com/watch?v=Ke7KN-0ne9s,I Just Can't Wait To Be King,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),135,3:18,Chow Down,https://www.youtube.com/watch?v=UtRlV-KmptY,Chow Down,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),94,3:02,They Live in You,https://www.youtube.com/watch?v=RGWxoN7IJVU,"They Live in You (From ""The Lion King""/Original Broadway Cast Recording)",- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),105,3:27,Be Prepared,https://www.youtube.com/watch?v=Cu5xp9TanEA,"Be Prepared (From ""The Lion King""/Original Broadway Cast Recording)",- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),140,2:39,The Stampede,https://www.youtube.com/watch?v=KZ5PVUY55JE,The Stampede,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),60,2:05,Rafiki Mourns,https://www.youtube.com/watch?v=srNTsPgisBQ,Rafiki Mourns,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),120,3:14,Hakuna Matata,https://www.youtube.com/watch?v=wH6DC4uOAnY,Hakuna Matata,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),108,1:52,One by One,https://www.youtube.com/watch?v=7KJYkgZ60iw,One By One,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),110,5:28,The Madness of King Scar,https://www.youtube.com/watch?v=PrDTF7ytycE,The Madness Of King Scar,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),64,4:29,Shadowland,https://www.youtube.com/watch?v=MA7ntM67phw,Shadowland,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),115,1:10,The Lion Sleeps Tonight,https://www.youtube.com/watch?v=4xeADHMEt1A,"The Lion Sleeps Tonight (From ""The Lion King""/Original Broadway Cast Recording)",- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),88,4:42,Endless Night,https://www.youtube.com/watch?v=HUP7oh_YOQo,Endless Night,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),65,5:00,Can You Feel the Love Tonight,https://www.youtube.com/watch?v=4ivdPgbZ8zY,Can You Feel The Love Tonight,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),94,4:13,He Lives in You (Reprise),https://www.youtube.com/watch?v=nGPMCKH1siQ,He Lives In You (Reprise),- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),120,2:26,Simba Confronts Scar,https://www.youtube.com/watch?v=mLoGc1PuM4U,Simba Confronts Scar,- The Lion King (Original Broadway Cast Recording)
The Lion King,Original Broadway,The Lion King (OBCR),85,3:23,King of Pride Rock / Circle of Life (Reprise),https://www.youtube.com/watch?v=5suCgwuDFl0,King Of Pride Rock / Circle Of Life (Reprise),- The Lion King (Original Broadway Cast Recording)
